ensembl_id,gene_symbol
ENSG00000147133,TAF1
ENSG00000147155,EBP
ENSG00000147168,IL2RG
ENSG00000147256,ARHGAP36
ENSG00000147257,GPC3
ENSG00000147316,MCPH1
ENSG00000147416,ATP6V1B2
ENSG00000147437,GNRH1
ENSG00000147488,ST18
ENSG00000147548,NSD3
ENSG00000147571,CRH
ENSG00000147586,MRPS28
ENSG00000147650,LRP12
ENSG00000147655,RSPO2
ENSG00000147689,FAM83A
ENSG00000147852,VLDLR
ENSG00000147853,AK3
ENSG00000147862,NFIB
ENSG00000147883,CDKN2B
ENSG00000147889,CDKN2A
ENSG00000147894,C9orf72
ENSG00000147955,SIGMAR1
ENSG00000148019,CEP78
ENSG00000148120,AOPEP
ENSG00000148143,ZNF462
ENSG00000148175,STOM
ENSG00000148219,ASTN2
ENSG00000148229,POLE3
ENSG00000148335,NTMT1
ENSG00000148357,HMCN2
ENSG00000148396,SEC16A
ENSG00000148400,NOTCH1
ENSG00000148408,CACNA1B
ENSG00000148482,SLC39A12
ENSG00000148498,PARD3
ENSG00000148516,ZEB1
ENSG00000148584,A1CF
ENSG00000148655,LRMDA
ENSG00000148688,RPP30
ENSG00000148702,HABP2
ENSG00000148737,TCF7L2
ENSG00000148795,CYP17A1
ENSG00000148798,INA
ENSG00000148840,PPRC1
ENSG00000148842,CNNM2
ENSG00000148926,ADM
ENSG00000148948,LRRC4C
ENSG00000149021,SCGB1A1
ENSG00000149091,DGKZ
ENSG00000149100,EIF3M
ENSG00000149131,SERPING1
ENSG00000149177,PTPRJ
ENSG00000149179,CSTPP1
ENSG00000149273,RPS3
ENSG00000149289,ZC3H12C
ENSG00000149294,NCAM1
ENSG00000149295,DRD2
ENSG00000149308,NPAT
ENSG00000149311,ATM
ENSG00000149451,ADAM33
ENSG00000149480,MTA2
ENSG00000149485,FADS1
ENSG00000149489,ROM1
ENSG00000149571,KIRREL3
ENSG00000149575,SCN2B
ENSG00000149577,SIDT2
ENSG00000149591,TAGLN
ENSG00000149596,JPH2
ENSG00000149600,COMMD7
ENSG00000149633,KIAA1755
ENSG00000149646,CNBD2
ENSG00000149716,LTO1
ENSG00000149922,TBX6
ENSG00000149927,DOC2A
ENSG00000149948,HMGA2
ENSG00000150054,MPP7
ENSG00000150244,TRIM48
ENSG00000150275,PCDH15
ENSG00000150347,ARID5B
ENSG00000150403,TMCO3
ENSG00000150457,LATS2
ENSG00000150594,ADRA2A
ENSG00000150627,WDR17
ENSG00000150630,VEGFC
ENSG00000150637,CD226
ENSG00000150782,IL18
ENSG00000150907,FOXO1
ENSG00000150938,CRIM1
ENSG00000150995,ITPR1
ENSG00000151006,PRSS53
ENSG00000151062,CACNA2D4
ENSG00000151067,CACNA1C
ENSG00000151090,THRB
ENSG00000151136,ABTB3
ENSG00000151148,UBE3B
ENSG00000151208,DLG5
ENSG00000151276,MAGI1
ENSG00000151322,NPAS3
ENSG00000151332,MBIP
ENSG00000151348,EXT2
ENSG00000151353,TMEM18
ENSG00000151366,NDUFC2
ENSG00000151461,UPF2
ENSG00000151465,CDC123
ENSG00000151474,FRMD4A
ENSG00000151498,ACAD8
ENSG00000151532,VTI1A
ENSG00000151623,NR3C2
ENSG00000151655,ITIH2
ENSG00000151657,KIN
ENSG00000151693,ASAP2
ENSG00000151702,FLI1
ENSG00000151726,ACSL1
ENSG00000151748,SAV1
ENSG00000151789,ZNF385D
ENSG00000151834,GABRA2
ENSG00000151893,CACUL1
ENSG00000152056,AP1S3
ENSG00000152061,RABGAP1L
ENSG00000152086,TUBA3E
ENSG00000152092,ASTN1
ENSG00000152127,MGAT5
ENSG00000152193,OBI1
ENSG00000152207,CYSLTR2
ENSG00000152213,ARL11
ENSG00000152217,SETBP1
ENSG00000152219,ARL14EP
ENSG00000152234,ATP5F1A
ENSG00000152254,G6PC2
ENSG00000152266,PTH
ENSG00000152270,PDE3B
ENSG00000152359,POC5
ENSG00000152402,GUCY1A2
ENSG00000152409,JMY
ENSG00000152484,USP12
ENSG00000152495,CAMK4
ENSG00000152518,ZFP36L2
ENSG00000152556,PFKM
ENSG00000152592,DMP1
ENSG00000152601,MBNL1
ENSG00000152661,GJA1
ENSG00000152684,PELO
ENSG00000152689,RASGRP3
ENSG00000152749,GPR180
ENSG00000152779,SLC16A12
ENSG00000152818,UTRN
ENSG00000152822,GRM1
ENSG00000152952,PLOD2
ENSG00000152977,ZIC1
ENSG00000153006,SREK1IP1
ENSG00000153029,MR1
ENSG00000153066,TXNDC11
ENSG00000153071,DAB2
ENSG00000153086,ACMSD
ENSG00000153093,ACOXL
ENSG00000153094,BCL2L11
ENSG00000153147,SMARCA5
ENSG00000153162,BMP6
ENSG00000153165,RGPD3
ENSG00000153201,RANBP2
ENSG00000153208,MERTK
ENSG00000153250,RBMS1
ENSG00000153253,SCN3A
ENSG00000153563,CD8A
ENSG00000153707,PTPRD
ENSG00000153774,CFDP1
ENSG00000153814,JAZF1
ENSG00000153815,CMIP
ENSG00000153820,SPHKAP
ENSG00000153822,KCNJ16
ENSG00000153922,CHD1
ENSG00000153930,ANKFN1
ENSG00000153933,DGKE
ENSG00000154027,AK5
ENSG00000154118,JPH3
ENSG00000154122,ANKH
ENSG00000154127,UBASH3B
ENSG00000154162,CDH12
ENSG00000154217,PITPNC1
ENSG00000154229,PRKCA
ENSG00000154240,CEP112
ENSG00000154258,ABCA9
ENSG00000154262,ABCA6
ENSG00000154263,ABCA10
ENSG00000154309,DISP1
ENSG00000154310,TNIK
ENSG00000154319,FAM167A
ENSG00000154342,WNT3A
ENSG00000154438,ASZ1
ENSG00000154582,ELOC
ENSG00000154719,MRPL39
ENSG00000154723,ATP5PF
ENSG00000154727,GABPA
ENSG00000154743,TSEN2
ENSG00000155034,FBXL18
ENSG00000155085,AK9
ENSG00000155096,AZIN1
ENSG00000155158,TTC39B
ENSG00000155313,USP25
ENSG00000155367,PPM1J
ENSG00000155393,HEATR3
ENSG00000155506,LARP1
ENSG00000155511,GRIA1
ENSG00000155542,SETD9
ENSG00000155561,NUP205
ENSG00000155657,TTN
ENSG00000155749,FLACC1
ENSG00000155761,SPAG17
ENSG00000155846,PPARGC1B
ENSG00000155849,ELMO1
ENSG00000155903,RASA2
ENSG00000155970,MICU3
ENSG00000156006,NAT2
ENSG00000156030,MIDEAS
ENSG00000156052,GNAQ
ENSG00000156076,WIF1
ENSG00000156103,MMP16
ENSG00000156110,ADK
ENSG00000156150,ALX3
ENSG00000156170,NDUFAF6
ENSG00000156206,CFAP161
ENSG00000156218,ADAMTSL3
ENSG00000156265,MAP3K7CL
ENSG00000156299,TIAM1
ENSG00000156381,ANKRD9
ENSG00000156398,SFXN2
ENSG00000156427,FGF18
ENSG00000156531,PHF6
ENSG00000156574,NODAL
ENSG00000156671,SAMD8
ENSG00000156711,MAPK13
ENSG00000156966,B3GNT7
ENSG00000156976,EIF4A2
ENSG00000157045,NTAN1
ENSG00000157077,ZFYVE9
ENSG00000157107,FCHO2
ENSG00000157131,C8A
ENSG00000157150,TIMP4
ENSG00000157152,SYN2
ENSG00000157168,NRG1
ENSG00000157216,SSBP3
ENSG00000157219,HTR5A
ENSG00000157227,MMP14
ENSG00000157315,TMED6
ENSG00000157322,CLEC18A
ENSG00000157353,FCSK
ENSG00000157388,CACNA1D
ENSG00000157404,KIT
ENSG00000157423,HYDIN
ENSG00000157445,CACNA2D3
ENSG00000157450,RNF111
ENSG00000157470,FAM81A
ENSG00000157483,MYO1E
ENSG00000157540,DYRK1A
ENSG00000157554,ERG
ENSG00000157557,ETS2
ENSG00000157654,PALM2AKAP2
ENSG00000157764,BRAF
ENSG00000157766,ACAN
ENSG00000157823,AP3S2
ENSG00000157827,FMNL2
ENSG00000157851,DPYSL5
ENSG00000157870,PRXL2B
ENSG00000157873,TNFRSF14
ENSG00000157895,C12orf43
ENSG00000158019,BABAM2
ENSG00000158022,TRIM63
ENSG00000158023,CFAP251
ENSG00000158050,DUSP2
ENSG00000158092,NCK1
ENSG00000158169,FANCC
ENSG00000158186,MRAS
ENSG00000158234,FAIM
ENSG00000158270,COLEC12
ENSG00000158481,CD1C
ENSG00000158517,NCF1
ENSG00000158717,RNF166
ENSG00000158747,NBL1
ENSG00000158748,HTR6
ENSG00000158773,USF1
ENSG00000158805,ZNF276
ENSG00000158813,EDA
ENSG00000158828,PINK1
ENSG00000158864,NDUFS2
ENSG00000158874,APOA2
ENSG00000158882,TOMM40L
ENSG00000158941,CCAR2
ENSG00000158985,CDC42SE2
ENSG00000159063,ALG8
ENSG00000159110,IFNAR2
ENSG00000159111,MRPL10
ENSG00000159164,SV2A
ENSG00000159167,STC1
ENSG00000159197,KCNE2
ENSG00000159199,ATP5MC1
ENSG00000159200,RCAN1
ENSG00000159202,UBE2Z
ENSG00000159216,RUNX1
ENSG00000159261,CLDN14
ENSG00000159263,SIM2
ENSG00000159322,ADPGK
ENSG00000159363,ATP13A2
ENSG00000159387,IRX6
ENSG00000159445,THEM4
ENSG00000159459,UBR1
ENSG00000159461,AMFR
ENSG00000159640,ACE
ENSG00000159650,UROC1
ENSG00000159723,AGRP
ENSG00000159788,RGS12
ENSG00000159899,NPR2
ENSG00000160007,ARHGAP35
ENSG00000160194,NDUFV3
ENSG00000160211,G6PD
ENSG00000160213,CSTB
ENSG00000160285,LSS
ENSG00000160325,CACFD1
ENSG00000160447,PKN3
ENSG00000160472,TMEM190
ENSG00000160551,TAOK1
ENSG00000160563,MED27
ENSG00000160584,SIK3
ENSG00000160654,CD3G
ENSG00000160685,ZBTB7B
ENSG00000160688,FLAD1
ENSG00000160712,IL6R
ENSG00000160716,CHRNB2
ENSG00000160746,ANO10
ENSG00000160789,LMNA
ENSG00000160799,CCDC12
ENSG00000160856,FCRL3
ENSG00000160867,FGFR4
ENSG00000160870,CYP3A7
ENSG00000160882,CYP11B1
ENSG00000160917,CPSF4
ENSG00000160951,PTGER1
ENSG00000160957,RECQL4
ENSG00000161217,PCYT1A
ENSG00000161405,IKZF3
ENSG00000161509,GRIN2C
ENSG00000161533,ACOX1
ENSG00000161544,CYGB
ENSG00000161649,CD300LG
ENSG00000161653,NAGS
ENSG00000161888,SPC24
ENSG00000161896,IP6K3
ENSG00000161905,ALOX15
ENSG00000161955,TNFSF13
ENSG00000162009,SSTR5
ENSG00000162065,TBC1D24
ENSG00000162104,ADCY9
ENSG00000162105,SHANK2
ENSG00000162129,CLPB
ENSG00000162337,LRP5
ENSG00000162341,TPCN2
ENSG00000162344,FGF19
ENSG00000162368,CMPK1
ENSG00000162384,CZIB
ENSG00000162399,BSND
ENSG00000162402,USP24
ENSG00000162409,PRKAA2
ENSG00000162434,JAK1
ENSG00000162493,PDPN
ENSG00000162511,LAPTM5
ENSG00000162551,ALPL
ENSG00000162552,WNT4
ENSG00000162595,DIRAS3
ENSG00000162599,NFIA
ENSG00000162604,TM2D1
ENSG00000162607,USP1
ENSG00000162613,FUBP1
ENSG00000162624,LHX8
ENSG00000162641,AKNAD1
ENSG00000162669,HFM1
ENSG00000162676,GFI1
ENSG00000162687,KCNT2
ENSG00000162711,NLRP3
ENSG00000162733,DDR2
ENSG00000162738,VANGL2
ENSG00000162747,FCGR3B
ENSG00000162761,LMX1A
ENSG00000162763,LRRC52
ENSG00000162777,DENND2D
ENSG00000162783,IER5
ENSG00000162877,PM20D1
ENSG00000162881,OXER1
ENSG00000162924,REL
ENSG00000162927,PUS10
ENSG00000162961,DPY30
ENSG00000163050,COQ8A
ENSG00000163069,SGCB
ENSG00000163071,SPATA18
ENSG00000163072,NOSTRIN
ENSG00000163083,INHBB
ENSG00000163106,HPGDS
ENSG00000163131,CTSS
ENSG00000163154,TNFAIP8L2
ENSG00000163161,ERCC3
ENSG00000163254,CRYGC
ENSG00000163285,GABRG1
ENSG00000163288,GABRB1
ENSG00000163291,PAQR3
ENSG00000163362,INAVA
ENSG00000163421,PROK2
ENSG00000163453,IGFBP7
ENSG00000163464,CXCR1
ENSG00000163482,STK36
ENSG00000163491,NEK10
ENSG00000163508,EOMES
ENSG00000163513,TGFBR2
ENSG00000163517,HDAC11
ENSG00000163518,FCRL4
ENSG00000163564,PYHIN1
ENSG00000163565,IFI16
ENSG00000163577,EIF5A2
ENSG00000163581,SLC2A2
ENSG00000163586,FABP1
ENSG00000163596,ICA1L
ENSG00000163599,CTLA4
ENSG00000163600,ICOS
ENSG00000163629,PTPN13
ENSG00000163630,SYNPR
ENSG00000163631,ALB
ENSG00000163633,C4orf36
ENSG00000163636,PSMD6
ENSG00000163637,PRICKLE2
ENSG00000163638,ADAMTS9
ENSG00000163644,PPM1K
ENSG00000163660,CCNL1
ENSG00000163683,SMIM14
ENSG00000163697,APBB2
ENSG00000163739,CXCL1
ENSG00000163743,RCHY1
ENSG00000163815,CLEC3B
ENSG00000163818,LZTFL1
ENSG00000163823,CCR1
ENSG00000163848,ZNF148
ENSG00000163873,GRIK3
ENSG00000163884,KLF15
ENSG00000163902,RPN1
ENSG00000163913,IFT122
ENSG00000163930,BAP1
ENSG00000163933,RFT1
ENSG00000163935,SFMBT1
ENSG00000163939,PBRM1
ENSG00000163958,ZDHHC19
ENSG00000164011,ZNF691
ENSG00000164022,AIMP1
ENSG00000164045,CDC25A
ENSG00000164056,SPRY1
ENSG00000164068,RNF123
ENSG00000164070,HSPA4L
ENSG00000164076,CAMKV
ENSG00000164078,MST1R
ENSG00000164111,ANXA5
ENSG00000164142,FHIP1A
ENSG00000164161,HHIP
ENSG00000164163,ABCE1
ENSG00000164164,OTUD4
ENSG00000164171,ITGA2
ENSG00000164172,MOCS2
ENSG00000164180,TMEM161B
ENSG00000164182,NDUFAF2
ENSG00000164258,NDUFS4
ENSG00000164270,HTR4
ENSG00000164307,ERAP1
ENSG00000164308,ERAP2
ENSG00000164327,RICTOR
ENSG00000164330,EBF1
ENSG00000164331,ANKRA2
ENSG00000164338,UTP15
ENSG00000164362,TERT
ENSG00000164442,CITED2
ENSG00000164500,SPMIP7
ENSG00000164509,IL31RA
ENSG00000164512,ANKRD55
ENSG00000164535,DAGLB
ENSG00000164574,GALNT10
ENSG00000164588,HCN1
ENSG00000164597,COG5
ENSG00000164609,SLU7
ENSG00000164610,RP9
ENSG00000164615,CAMLG
ENSG00000164649,CDCA7L
ENSG00000164663,USP49
ENSG00000164674,SYTL3
ENSG00000164683,HEY1
ENSG00000164713,BRI3
ENSG00000164736,SOX17
ENSG00000164741,DLC1
ENSG00000164742,ADCY1
ENSG00000164751,PEX2
ENSG00000164754,RAD21
ENSG00000164794,KCNV1
ENSG00000164796,CSMD3
ENSG00000164808,SPIDR
ENSG00000164849,GPR146
ENSG00000164853,UNCX
ENSG00000164919,COX6C
ENSG00000164938,TP53INP1
ENSG00000164944,VIRMA
ENSG00000164946,FREM1
ENSG00000164985,PSIP1
ENSG00000165006,UBAP1
ENSG00000165025,SYK
ENSG00000165029,ABCA1
ENSG00000165059,PRKACG
ENSG00000165066,NKX6-3
ENSG00000165115,KIF27
ENSG00000165118,QNG1
ENSG00000165119,HNRNPK
ENSG00000165138,ANKS6
ENSG00000165181,SHOC1
ENSG00000165186,PTCHD1
ENSG00000165195,PIGA
ENSG00000165219,GAPVD1
ENSG00000165238,WNK2
ENSG00000165240,ATP7A
ENSG00000165370,GPR101
ENSG00000165392,WRN
ENSG00000165406,MARCHF8
ENSG00000165424,ZCCHC24
ENSG00000165449,SLC16A9
ENSG00000165471,MBL2
ENSG00000165476,REEP3
ENSG00000165496,RPL10L
ENSG00000165556,CDX2
ENSG00000165609,NUDT5
ENSG00000165626,BEND7
ENSG00000165650,PDZD8
ENSG00000165671,NSD1
ENSG00000165688,PMPCA
ENSG00000165694,FRMD7
ENSG00000165699,TSC1
ENSG00000165702,GFI1B
ENSG00000165731,RET
ENSG00000165819,METTL3
ENSG00000165915,SLC39A13
ENSG00000165916,PSMC3
ENSG00000165949,IFI27
ENSG00000165983,PTER
ENSG00000165995,CACNB2
ENSG00000166006,KCNC2
ENSG00000166033,HTRA1
ENSG00000166035,LIPC
ENSG00000166128,RAB8B
ENSG00000166135,HIF1AN
ENSG00000166147,FBN1
ENSG00000166152,C16orf78
ENSG00000166165,CKB
ENSG00000166192,SENP8
ENSG00000166199,ALKBH3
ENSG00000166206,GABRB3
ENSG00000166224,SGPL1
ENSG00000166263,STXBP4
ENSG00000166275,BORCS7
ENSG00000166278,C2
ENSG00000166323,C11orf65
ENSG00000166387,PPFIBP2
ENSG00000166391,MOGAT2
ENSG00000166407,LMO1
ENSG00000166444,DENND2B
ENSG00000166479,TMX3
ENSG00000166483,WEE1
ENSG00000166501,PRKCB
ENSG00000166589,CDH16
ENSG00000166603,MC4R
ENSG00000166669,ATF7IP2
ENSG00000166710,B2M
ENSG00000166736,HTR3A
ENSG00000166747,AP1G1
ENSG00000166783,MARF1
ENSG00000166887,VPS39
ENSG00000166888,STAT6
ENSG00000166913,YWHAB
ENSG00000166923,GREM1
ENSG00000166947,EPB42
ENSG00000166949,SMAD3
ENSG00000166963,MAP1A
ENSG00000166986,MARS1
ENSG00000167074,TEF
ENSG00000167104,BPIFB6
ENSG00000167139,TBC1D21
ENSG00000167157,PRRX2
ENSG00000167165,UGT1A6
ENSG00000167183,PRR15L
ENSG00000167208,SNX20
ENSG00000167210,LOXHD1
ENSG00000167244,IGF2
ENSG00000167258,CDK12
ENSG00000167261,DPEP2
ENSG00000167286,CD3D
ENSG00000167306,MYO5B
ENSG00000167315,ACAA2
ENSG00000167325,RRM1
ENSG00000167371,PRRT2
ENSG00000167397,VKORC1
ENSG00000167460,TPM4
ENSG00000167508,MVD
ENSG00000167523,SPATA33
ENSG00000167535,CACNB3
ENSG00000167548,KMT2D
ENSG00000167552,TUBA1A
ENSG00000167553,TUBA1C
ENSG00000167601,AXL
ENSG00000167608,TMC4
ENSG00000167642,SPINT2
ENSG00000167653,PSCA
ENSG00000167656,LY6D
ENSG00000167658,EEF2
ENSG00000167711,SERPINF2
ENSG00000167716,WDR81
ENSG00000167720,SRR
ENSG00000167721,TSR1
ENSG00000167757,KLK11
ENSG00000167772,ANGPTL4
ENSG00000167778,SPRYD3
ENSG00000167780,SOAT2
ENSG00000167792,NDUFV1
ENSG00000167910,CYP7A1
ENSG00000167941,SOST
ENSG00000167972,ABCA3
ENSG00000167985,SDHAF2
ENSG00000167986,DDB1
ENSG00000167995,BEST1
ENSG00000168010,ATG16L2
ENSG00000168016,TRANK1
ENSG00000168036,CTNNB1
ENSG00000168038,ULK4
ENSG00000168061,SAC3D1
ENSG00000168065,SLC22A11
ENSG00000168071,CCDC88B
ENSG00000168079,SCARA5
ENSG00000168137,SETD5
ENSG00000168140,VASN
ENSG00000168214,RBPJ
ENSG00000168264,IRF2BP2
ENSG00000168291,PDHB
ENSG00000168297,PXK
ENSG00000168301,KCTD6
ENSG00000168356,SCN11A
ENSG00000168385,SEPTIN2
ENSG00000168389,MFSD2A
ENSG00000168411,RFWD3
ENSG00000168421,RHOH
ENSG00000168453,HR
ENSG00000168487,BMP1
ENSG00000168488,ATXN2L
ENSG00000168538,TRAPPC11
ENSG00000168539,CHRM1
ENSG00000168542,COL3A1
ENSG00000168610,STAT3
ENSG00000168646,AXIN2
ENSG00000168653,NDUFS5
ENSG00000168672,LRATD2
ENSG00000168685,IL7R
ENSG00000168769,TET2
ENSG00000168772,CXXC4
ENSG00000168792,ABHD15
ENSG00000168811,IL12A
ENSG00000168843,FSTL5
ENSG00000168883,USP39
ENSG00000168899,VAMP5
ENSG00000168916,ZNF608
ENSG00000168917,SLC35G2
ENSG00000168918,INPP5D
ENSG00000168936,TMEM129
ENSG00000168944,CEP120
ENSG00000168959,GRM5
ENSG00000169031,COL4A3
ENSG00000169032,MAP2K1
ENSG00000169047,IRS1
ENSG00000169062,UPF3A
ENSG00000169067,ACTBL2
ENSG00000169083,AR
ENSG00000169116,PARM1
ENSG00000169118,CSNK1G1
ENSG00000169126,ODAD2
ENSG00000169129,AFAP1L2
ENSG00000169174,PCSK9
ENSG00000169180,XPO6
ENSG00000169184,MN1
ENSG00000169194,IL13
ENSG00000169220,RGS14
ENSG00000169231,THBS3
ENSG00000169245,CXCL10
ENSG00000169252,ADRB2
ENSG00000169282,KCNAB1
ENSG00000169344,UMOD
ENSG00000169429,CXCL8
ENSG00000169432,SCN9A
ENSG00000169436,COL22A1
ENSG00000169504,CLIC4
ENSG00000169507,SLC38A11
ENSG00000169519,METTL15
ENSG00000169554,ZEB2
ENSG00000169592,INO80E
ENSG00000169676,DRD5
ENSG00000169684,CHRNA5
ENSG00000169710,FASN
ENSG00000169764,UGP2
ENSG00000169783,LINGO1
ENSG00000169836,TACR3
ENSG00000169851,PCDH7
ENSG00000169862,CTNND2
ENSG00000169903,TM4SF4
ENSG00000169925,BRD3
ENSG00000169926,KLF13
ENSG00000169994,MYO7B
ENSG00000170017,ALCAM
ENSG00000170035,UBE2E3
ENSG00000170092,SPDYE5
ENSG00000170153,RNF150
ENSG00000170175,CHRNB1
ENSG00000170180,GYPA
ENSG00000170214,ADRA1B
ENSG00000170231,FABP6
ENSG00000170236,USP50
ENSG00000170289,CNGB3
ENSG00000170312,CDK1
ENSG00000170323,FABP4
ENSG00000170367,CST5
ENSG00000170421,KRT8
ENSG00000170425,ADORA2B
ENSG00000170430,MGMT
ENSG00000170500,LONRF2
ENSG00000170509,HSD17B13
ENSG00000170522,ELOVL6
ENSG00000170558,CDH2
ENSG00000170604,IRF2BP1
ENSG00000170606,HSPA4
ENSG00000170615,SLC26A5
ENSG00000170624,SGCD
ENSG00000170681,CAVIN4
ENSG00000170745,KCNS3
ENSG00000170776,AKAP13
ENSG00000170852,KBTBD2
ENSG00000170873,MTSS1
ENSG00000170917,NUDT6
ENSG00000170921,TANC2
ENSG00000170927,PKHD1
ENSG00000170959,DCDC1
ENSG00000170961,HAS2
ENSG00000170989,S1PR1
ENSG00000171044,XKR6
ENSG00000171051,FPR1
ENSG00000171055,FEZ2
ENSG00000171056,SOX7
ENSG00000171094,ALK
ENSG00000171105,INSR
ENSG00000171132,PRKCE
ENSG00000171174,RBKS
ENSG00000171201,SMR3B
ENSG00000171202,TMEM126A
ENSG00000171204,TMEM126B
ENSG00000171298,GAA
ENSG00000171303,KCNK3
ENSG00000171310,CHST11
ENSG00000171316,CHD7
ENSG00000171408,PDE7B
ENSG00000171444,MCC
ENSG00000171456,ASXL1
ENSG00000171490,RSL1D1
ENSG00000171492,LRRC8D
ENSG00000171497,PPID
ENSG00000171503,ETFDH
ENSG00000171517,LPAR3
ENSG00000171530,TBCA
ENSG00000171532,NEUROD2
ENSG00000171551,ECEL1
ENSG00000171557,FGG
ENSG00000171564,FGB
ENSG00000171608,PIK3CD
ENSG00000171621,SPSB1
ENSG00000171634,BPTF
ENSG00000171681,ATF7IP
ENSG00000171695,LKAAEAR1
ENSG00000171700,RGS19
ENSG00000171759,PAH
ENSG00000171766,GATM
ENSG00000171790,SLFNL1
ENSG00000171791,BCL2
ENSG00000171848,RRM2
ENSG00000171862,PTEN
ENSG00000171873,ADRA1D
ENSG00000171877,FRMD5
ENSG00000171885,AQP4
ENSG00000171940,ZNF217
ENSG00000171988,JMJD1C
ENSG00000172006,ZNF554
ENSG00000172009,THOP1
ENSG00000172020,GAP43
ENSG00000172037,LAMB2
ENSG00000172062,SMN1
ENSG00000172113,NME6
ENSG00000172137,CALB2
ENSG00000172164,SNTB1
ENSG00000172175,MALT1
ENSG00000172179,PRL
ENSG00000172201,ID4
ENSG00000172216,CEBPB
ENSG00000172247,C1QTNF4
ENSG00000172260,NEGR1
ENSG00000172262,ZNF131
ENSG00000172264,MACROD2
ENSG00000172403,SYNPO2
ENSG00000172493,AFF1
ENSG00000172530,BANP
ENSG00000172572,PDE3A
ENSG00000172575,RASGRP1
ENSG00000172732,MUS81
ENSG00000172795,DCP2
ENSG00000172803,SNX32
ENSG00000172818,OVOL1
ENSG00000172828,CES3
ENSG00000172831,CES2
ENSG00000172927,MYEOV
ENSG00000172936,MYD88
ENSG00000172977,KAT5
ENSG00000172987,HPSE2
ENSG00000172995,ARPP21
ENSG00000173013,CFAP184
ENSG00000173064,HECTD4
ENSG00000173068,BNC2
ENSG00000173093,CCDC63
ENSG00000173153,ESRRA
ENSG00000173208,ABCD2
ENSG00000173250,GPR151
ENSG00000173253,DMRT2
ENSG00000173273,TNKS
ENSG00000173281,PPP1R3B
ENSG00000173334,TRIB1
ENSG00000173409,ARV1
ENSG00000173431,RNASE8
ENSG00000173436,MICOS10
ENSG00000173442,EHBP1L1
ENSG00000173452,TMEM196
ENSG00000173473,SMARCC1
ENSG00000173482,PTPRM
ENSG00000173511,VEGFB
ENSG00000173517,PEAK1
ENSG00000173531,MST1
ENSG00000173540,GMPPB
ENSG00000173567,ADGRF3
ENSG00000173575,CHD2
ENSG00000173599,PC
ENSG00000173638,SLC19A1
ENSG00000173706,HEG1
ENSG00000173757,STAT5B
ENSG00000173786,CNP
ENSG00000173821,RNF213
ENSG00000173960,UBXN2A
ENSG00000173991,TCAP
ENSG00000174032,SLC25A30
ENSG00000174059,CD34
ENSG00000174080,CTSF
ENSG00000174099,MSRB3
ENSG00000174175,SELP
ENSG00000174197,MGA
ENSG00000174358,SLC6A19
ENSG00000174417,TRHR
ENSG00000174446,SNAPC5
ENSG00000174482,LINGO2
ENSG00000174483,BBS1
ENSG00000174485,DENND4A
ENSG00000174579,MSL2
ENSG00000174611,KY
ENSG00000174697,LEP
ENSG00000174721,FGFBP3
ENSG00000174744,BRMS1
ENSG00000174842,GLMN
ENSG00000174886,NDUFA11
ENSG00000174938,SEZ6L2
ENSG00000174945,AMZ1
ENSG00000174948,GPR149
ENSG00000174953,DHX36
ENSG00000174963,ZIC4
ENSG00000174996,KLC2
ENSG00000175003,SLC22A1
ENSG00000175054,ATR
ENSG00000175155,YPEL2
ENSG00000175161,CADM2
ENSG00000175164,ABO
ENSG00000175189,INHBC
ENSG00000175206,NPPA
ENSG00000175213,ZNF408
ENSG00000175287,PHYHD1
ENSG00000175309,PHYKPL
ENSG00000175354,PTPN2
ENSG00000175376,EIF1AD
ENSG00000175387,SMAD2
ENSG00000175445,LPL
ENSG00000175470,PPP2R2D
ENSG00000175482,POLD4
ENSG00000175497,DPP10
ENSG00000175595,ERCC4
ENSG00000175600,SUGCT
ENSG00000175643,RMI2
ENSG00000175707,KDF1
ENSG00000175727,MLXIP
ENSG00000175764,TTLL11
ENSG00000175806,MSRA
ENSG00000175832,ETV4
ENSG00000175857,GAPT
ENSG00000175920,DOK7
ENSG00000175928,LRRN1
ENSG00000175970,UNC119B
ENSG00000176014,TUBB6
ENSG00000176022,B3GALT6
ENSG00000176046,NUPR1
ENSG00000176153,GPX2
ENSG00000176155,CCDC57
ENSG00000176165,FOXG1
ENSG00000176170,SPHK1
ENSG00000176208,ATAD5
ENSG00000176209,SMIM19
ENSG00000176225,RTTN
ENSG00000176248,ANAPC2
ENSG00000176390,CRLF3
ENSG00000176422,SPRYD4
ENSG00000176428,VPS37D
ENSG00000176435,CLEC14A
ENSG00000176463,SLCO3A1
ENSG00000176681,LRRC37A
ENSG00000176769,TCERG1L
ENSG00000176884,GRIN1
ENSG00000176887,SOX11
ENSG00000176890,TYMS
ENSG00000176909,MAMSTR
ENSG00000176920,FUT2
ENSG00000176928,GCNT4
ENSG00000176946,THAP4
ENSG00000176986,SEC24C
ENSG00000177084,POLE
ENSG00000177182,CLVS1
ENSG00000177239,MAN1B1
ENSG00000177311,ZBTB38
ENSG00000177374,HIC1
ENSG00000177432,NAP1L5
ENSG00000177455,CD19
ENSG00000177479,ARIH2
ENSG00000177565,TBL1XR1
ENSG00000177570,SAMD12
ENSG00000177606,JUN
ENSG00000177628,GBA1
ENSG00000177854,TMEM187
ENSG00000177885,GRB2
ENSG00000177889,UBE2N
